# Program:featureCounts v2.0.0; Command:"featureCounts" "./bam/PmCranial_R1_kpetMar1.bam" "./bam/PmCranial_R2_kpetMar1.bam" "./bam/PmTrunk_R1_kpetMar1.bam" "./bam/PmTrunk_R2_kpetMar1.bam" "-T" "8" "-t" "exon" "-s" "0" "-g" "gene_id" "-F" "GTF" "-a" "/data/Megan/Lamprey_CT/kPetMar1_ht2/pmz.genes-fixed.gtf" "-o" "kpetMar1.featurecounts.txt" 
Geneid	Chr	Start	End	Strand	Length	./bam/PmCranial_R1_kpetMar1.bam	./bam/PmCranial_R2_kpetMar1.bam	./bam/PmTrunk_R1_kpetMar1.bam	./bam/PmTrunk_R2_kpetMar1.bam
PMZ_0020105	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	2195238;2200289;2204753;2206786;2207868;2209227;2210420;2210671	2195289;2200350;2204899;2206957;2208144;2209514;2210605;2210688	+;+;+;+;+;+;+;+	1202	0	0	0	0
PMZ_0061892	chr62;chr62;chr62;chr62;chr62;chr62;chr62	2277846;2282148;2282701;2286241;2294476;2307480;2307959	2278007;2282412;2282801;2286351;2294508;2307673;2308046	-;-;-;-;-;-;-	954	355	241	820	964
PMZ_0061893	chr62;chr62;chr62;chr62;chr62	2347698;2349427;2353553;2364234;2364616	2347826;2349557;2353685;2364524;2364855	-;-;-;-;-	924	320	319	1815	1816
PMZ_0061894	chr62;chr62;chr62;chr62;chr62;chr62	2387872;2390342;2393863;2395963;2404020;2405545	2388732;2390458;2393914;2396002;2404210;2405550	-;-;-;-;-;-	1267	87	225	542	589
PMZ_0061895	chr62;chr62;chr62;chr62	2409563;2411507;2413385;2419009	2409604;2411573;2413475;2419084	-;-;-;-	276	46	8	123	83
PMZ_0047889	chr62	2461285	2461449	-	165	0	8	31	37
PMZ_0061896	chr62	2530163	2531371	+	1209	0	0	6	3
PMZ_0048486	chr62;chr62	2617432;2618311	2617737;2618622	+;+	618	0	0	0	0
PMZ_0047087	chr62;chr62;chr62;chr62	2710015;2710465;2711599;2713213	2710323;2711523;2712540;2714052	+;+;+;+	3150	241	145	496	695
PMZ_0061897	chr62;chr62	2775278;2775566	2775448;2775751	+;+	357	0	0	0	3
PMZ_0036646	chr62;chr62;chr62;chr62;chr62;chr62	2798939;2799068;2800437;2800807;2801344;2801723	2798957;2799241;2800499;2800921;2801497;2801878	+;+;+;+;+;+	681	0	0	32	5
PMZ_0039048	chr62;chr62	2859066;2860138	2859162;2860295	+;+	255	0	0	0	0
PMZ_0045939	chr62;chr62	2929379;2929583	2929420;2929918	+;+	378	0	0	0	0
PMZ_0036887	chr62;chr62;chr62;chr62;chr62	2930560;2931293;2933444;2934421;2937161	2930700;2931446;2933728;2934762;2937252	+;+;+;+;+	1014	0	0	23	0
PMZ_0045940	chr62;chr62;chr62;chr62;chr62;chr62	2957422;2981733;2982975;2990208;2990447;2992741	2957735;2982071;2983265;2990314;2990600;2992767	-;-;-;-;-;-	1232	3	26	71	69
PMZ_0061898	chr62;chr62;chr62;chr62;chr62	3052849;3056033;3061756;3062064;3066470	3053368;3056162;3061851;3062260;3066504	+;+;+;+;+	978	0	38	11	3
PMZ_0061899	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	3089536;3090718;3092306;3094787;3095832;3096765;3100003;3100857	3090697;3092240;3093761;3094847;3095844;3096872;3100143;3100968	-;-;-;-;-;-;-;-	4576	2104	2192	3004	2433
PMZ_0061900	chr62;chr62;chr62;chr62;chr62;chr62;chr62	3158110;3178787;3183782;3185676;3186777;3189730;3196820	3158412;3178888;3183878;3186202;3188048;3191586;3196909	+;+;+;+;+;+;+	4248	3	28	135	120
PMZ_0061901	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	3239007;3240229;3243262;3245374;3247104;3248036;3259970;3261628;3270238	3239079;3240271;3243442;3245631;3247307;3248210;3260092;3261969;3270308	+;+;+;+;+;+;+;+;+	1470	45	43	323	262
PMZ_0061902	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	3302551;3305340;3306753;3307351;3308168;3317610;3320415;3327693;3328691;3333147;3333872;3338337;3341072;3342321;3343218;3343552;3350127;3350749;3352597;3355026;3370421;3371278;3373591	3302836;3305554;3306827;3307502;3308330;3317813;3320546;3327773;3328762;3333237;3333949;3338512;3341128;3342439;3343248;3343662;3350205;3350888;3352728;3355297;3370534;3371389;3374067	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3369	1371	1636	4024	4081
PMZ_0033298	chr62;chr62;chr62	3521302;3523107;3524333	3521523;3524122;3524805	+;+;+	1711	37	46	166	180
PMZ_0033296	chr62;chr62;chr62;chr62;chr62	3526117;3528059;3528908;3531595;3534470	3526400;3528263;3529167;3531762;3534734	+;+;+;+;+	1182	14	35	113	123
PMZ_0045934	chr62;chr62;chr62;chr62	3551316;3551961;3552495;3553413	3551434;3552080;3552539;3553483	+;+;+;+	355	165	269	242	147
PMZ_0045933	chr62;chr62;chr62;chr62;chr62	3559680;3560473;3561323;3562411;3563349	3559710;3560686;3561356;3562522;3563827	-;-;-;-;-	870	123	52	57	52
PMZ_0061903	chr62;chr62;chr62	3564370;3571654;3575539	3564384;3572137;3575561	+;+;+	522	0	0	0	10
PMZ_0061904	chr62;chr62;chr62;chr62;chr62	3652762;3660312;3664617;3671013;3672401	3653056;3660457;3664690;3671156;3672404	+;+;+;+;+	663	43	206	265	269
PMZ_0061905	chr62;chr62	3678131;3681257	3678439;3681490	+;+	543	17	20	47	52
PMZ_0061906	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	3805019;3805125;3805262;3809631;3812706;3814227;3815197;3821947;3826540;3831006	3805062;3805226;3805588;3809765;3812821;3814371;3815347;3822137;3826698;3831896	+;+;+;+;+;+;+;+;+;+	2261	334	264	377	485
PMZ_0045942	chr62;chr62;chr62;chr62	3947742;3949034;3950925;3952174	3947863;3949160;3950969;3952277	+;+;+;+	398	0	10	156	122
PMZ_0061907	chr62;chr62;chr62;chr62;chr62;chr62	4043379;4055562;4057390;4062410;4063262;4063651	4043649;4055812;4057565;4062490;4063366;4063786	+;+;+;+;+;+	1020	41	11	17	132
PMZ_0061908	chr62;chr62;chr62;chr62;chr62	4078917;4090172;4090840;4097475;4098053	4079052;4090279;4090962;4097662;4098310	-;-;-;-;-	813	75	87	390	222
PMZ_0037439	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	4275699;4294670;4295925;4296134;4297500;4299795;4300759;4301010	4275838;4294815;4296032;4296245;4297570;4299844;4300979;4301194	+;+;+;+;+;+;+;+	1033	0	0	0	0
PMZ_0061909	chr62;chr62;chr62	4328368;4369758;4371394	4328956;4369839;4372561	-;-;-	1839	1	0	0	5
PMZ_0034986	chr62;chr62;chr62	4407161;4409406;4413088	4407390;4409527;4413253	-;-;-	518	0	0	0	8
PMZ_0061910	chr62	4423998	4424222	+	225	0	0	0	0
PMZ_0061911	chr62	4424716	4424955	+	240	0	0	0	0
PMZ_0061912	chr62	4425103	4425348	+	246	0	0	0	0
PMZ_0061913	chr62;chr62;chr62;chr62	4497767;4498624;4517087;4519970	4497817;4498946;4518191;4519999	-;-;-;-	1509	0	0	0	0
PMZ_0061914	chr62;chr62;chr62	4520230;4564937;4566580	4520325;4565597;4566584	+;+;+	762	2	1	0	3
PMZ_0048555	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	4781576;4788881;4794288;4794415;4794507;4798949;4801151;4804734;4812106	4781705;4788951;4794369;4794457;4794542;4799093;4801405;4804788;4812828	+;+;+;+;+;+;+;+;+	1540	1	11	15	10
PMZ_0037953	chr62;chr62;chr62	4799017;4801204;4804825	4799163;4801394;4804838	-;-;-	352	0	0	12	2
PMZ_0061915	chr62;chr62;chr62;chr62	4922032;4931622;4940954;4978768	4922049;4932129;4941015;4979232	+;+;+;+	1053	12	0	0	3
PMZ_0061916	chr62;chr62;chr62	5546496;5548235;5549569	5548093;5549407;5550913	-;-;-	4116	0	0	0	0
PMZ_0061917	chr62;chr62	5598156;5600360	5598341;5600380	+;+	207	0	0	0	0
PMZ_0046980	chr62;chr62;chr62;chr62	5742072;5742208;5743417;5744600	5742159;5742378;5743519;5744615	+;+;+;+	378	0	0	0	0
PMZ_0023130	chr62;chr62	5870020;5874146	5870260;5874360	-;-	456	6	47	25	35
PMZ_0038588	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	5952578;5956399;5960131;5961921;5965907;5972023;5975836;5976602;5980626;5982607;5983939	5952628;5956524;5960156;5962014;5965972;5972153;5976007;5977095;5980771;5982665;5984045	-;-;-;-;-;-;-;-;-;-;-	1472	561	233	2750	2925
PMZ_0061918	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	6055423;6063408;6064687;6066092;6075102;6075356;6075888;6077705;6080132;6082208;6086450;6091120;6094282	6055584;6063616;6064958;6066252;6075120;6075465;6075931;6077835;6080363;6082337;6086625;6091240;6094332	-;-;-;-;-;-;-;-;-;-;-;-;-	1818	123	45	791	604
PMZ_0061919	chr62;chr62;chr62;chr62	6148421;6150318;6153400;6155151	6148518;6150979;6153894;6156095	+;+;+;+	2200	0	0	11	1
PMZ_0061920	chr62;chr62;chr62;chr62;chr62;chr62	6182510;6184897;6188196;6189426;6191588;6196101	6182770;6185131;6188270;6189575;6192201;6196115	-;-;-;-;-;-	1350	116	60	481	541
PMZ_0061921	chr62;chr62	6271737;6277921	6271884;6278927	+;+	1155	0	0	0	0
PMZ_0046502	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	6296450;6296789;6296894;6297080;6297451;6299182;6299694;6301160	6296550;6296843;6296971;6297271;6297689;6299409;6299857;6301187	-;-;-;-;-;-;-;-	1085	86	48	595	544
PMZ_0061922	chr62;chr62;chr62;chr62;chr62	6339156;6341359;6343705;6345483;6348835	6339470;6341427;6343888;6345531;6348904	+;+;+;+;+	687	132	162	252	227
PMZ_0028479	chr62;chr62;chr62;chr62;chr62	6394777;6397657;6398449;6399880;6403183	6395134;6397746;6398656;6400046;6403481	-;-;-;-;-	1122	0	0	12	7
PMZ_0061923	chr62;chr62;chr62	6454952;6465290;6466133	6455011;6465374;6467508	+;+;+	1521	0	7	132	61
PMZ_0035255	chr62;chr62	6485220;6485853	6485758;6485917	-;-	604	15	34	27	51
PMZ_0061924	chr62;chr62	6513299;6517355	6513641;6517506	-;-	495	24	30	323	207
PMZ_0008090	chr62;chr62	6604950;6605832	6604971;6605983	+;+	174	0	0	0	0
PMZ_0061925	chr62;chr62;chr62	6822414;6829334;6837607	6825016;6829457;6837786	-;-;-	2907	5831	7697	6760	7277
PMZ_0033776	chr62;chr62;chr62;chr62;chr62;chr62	6850327;6852878;6854470;6857056;6858666;6859106	6850720;6852900;6854703;6857151;6858944;6859144	-;-;-;-;-;-	1065	0	0	38	2
PMZ_0048419	chr62;chr62	6871094;6873922	6871148;6874199	-;-	333	0	0	18	0
PMZ_0033773	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	6905108;6905217;6907642;6909960;6910481;6912981;6916313;6918247;6919132;6922046;6928498;6931371;6932356	6905189;6905364;6907709;6910020;6910524;6913166;6916408;6918609;6919521;6922128;6929087;6931431;6932385	-;-;-;-;-;-;-;-;-;-;-;-;-	2202	235	470	1034	1039
PMZ_0061926	chr62;chr62;chr62;chr62;chr62	6991132;6992625;6995382;6999861;7001466	6991503;6992966;6995607;7000024;7002089	+;+;+;+;+	1728	0	0	0	9
PMZ_0036420	chr62;chr62	7052813;7060668	7052983;7060760	+;+	264	48	20	33	50
PMZ_0061927	chr62;chr62;chr62	7075279;7076938;7080681	7075414;7077002;7080695	+;+;+	216	16	14	16	62
PMZ_0061928	chr62;chr62;chr62;chr62;chr62;chr62	7101628;7103811;7110291;7113771;7115252;7118696	7101845;7103860;7110444;7113881;7115392;7118825	-;-;-;-;-;-	804	0	0	0	0
PMZ_0061929	chr62;chr62	7123843;7125652	7123895;7125961	+;+	363	0	0	0	0
PMZ_0061930	chr62;chr62;chr62;chr62	7137914;7154774;7157963;7164531	7138065;7154946;7158030;7164545	-;-;-;-	408	0	0	0	0
PMZ_0048420	chr62;chr62;chr62;chr62	7253334;7254640;7261698;7264604	7253481;7254776;7261840;7264704	-;-;-;-	529	0	0	0	7
PMZ_0046381	chr62;chr62;chr62	7292073;7295654;7303269	7292388;7295790;7303293	-;-;-	478	128	220	551	341
PMZ_0061931	chr62;chr62;chr62;chr62;chr62;chr62	7431105;7436529;7441916;7448080;7449847;7451297	7434442;7436636;7441987;7448191;7449938;7451586	-;-;-;-;-;-	4012	3314	3881	3660	3682
PMZ_0061932	chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62;chr62	7456368;7460434;7463697;7464182;7464965;7465378;7466233;7467895;7468771;7469598;7471977;7472865;7473412;7478972;7481731;7482153;7485204;7486297;7487342;7488530;7489635;7491189;7493395;7494475;7495574;7495940;7497312;7509612;7512685;7523730;7528649;7529124	7456611;7460547;7463770;7464262;7465145;7465866;7466342;7468007;7468870;7469733;7472059;7473015;7473478;7479047;7481813;7482292;7485289;7486435;7487504;7488676;7489824;7491284;7493483;7494598;7495663;7496049;7497389;7509725;7512795;7523791;7528730;7530003	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4803	3271	4483	8249	8005
PMZ_0048645	chr62	7570619	7571141	+	523	0	0	0	0
PMZ_0048421	chr62;chr62	7602445;7602730	7602706;7602773	+;+	306	0	0	0	0
PMZ_0035241	chr62;chr62	7647821;7648868	7647928;7648999	+;+	240	0	0	0	7
PMZ_0061933	chr62;chr62;chr62;chr62;chr62;chr62;chr62	7650221;7657837;7672373;7674700;7679946;7680141;7681978	7650293;7657966;7672574;7674810;7680021;7680268;7681989	+;+;+;+;+;+;+	732	0	0	0	3
PMZ_0036458	chr62;chr62;chr62;chr62;chr62;chr62;chr62	7751884;7764833;7769317;7770952;7777891;7778387;7783015	7752596;7765090;7769534;7771003;7778215;7780106;7783213	+;+;+;+;+;+;+	3485	32	11	37	81
PMZ_0061934	chr62;chr62;chr62;chr62;chr62	7871301;7875253;7900175;7902807;7906630	7871364;7875335;7900299;7902871;7906697	+;+;+;+;+	405	0	0	107	79
PMZ_0046385	chr62;chr62	7953850;7958001	7954040;7958151	-;-	342	33	0	0	0
PMZ_0046384	chr62;chr62;chr62;chr62;chr62	7965609;7970723;7980648;7983802;7991600	7965710;7970890;7980829;7984022;7991735	-;-;-;-;-	809	0	0	0	0
PMZ_0061935	chr62;chr62;chr62;chr62	8067283;8067843;8069616;8071578	8067417;8067870;8069750;8071649	+;+;+;+	370	1466	505	357	460
PMZ_0061936	chr62;chr62;chr62;chr62;chr62;chr62;chr62	8150818;8160578;8165998;8217412;8217971;8219744;8221690	8150841;8160686;8166218;8217546;8217998;8219878;8221761	+;+;+;+;+;+;+	724	6294	7901	3495	3335
PMZ_0060239	chr63;chr63;chr63;chr63;chr63	53221;53973;55011;55770;57330	53357;54099;55112;55964;57344	+;+;+;+;+	576	0	0	0	0
PMZ_0045887	chr63	121056	121715	+	660	33	14	12	12
PMZ_0045886	chr63;chr63;chr63;chr63;chr63	152283;155790;158199;169423;174549	152312;156003;158323;169581;175613	+;+;+;+;+	1593	0	0	0	4
PMZ_0060240	chr63	199592	200302	-	711	0	8	0	16
PMZ_0060241	chr63;chr63;chr63;chr63;chr63;chr63	219247;220423;232445;235041;236435;237309	219347;220580;232678;235156;236585;239156	+;+;+;+;+;+	2608	224	220	300	276
PMZ_0060242	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	243811;244343;252175;261649;266611;272053;291335;294540;303164	243865;244507;252194;261758;266680;272157;291489;294771;306582	+;+;+;+;+;+;+;+;+	4331	1564	1372	1570	1335
PMZ_0060243	chr63;chr63;chr63;chr63;chr63;chr63;chr63	310274;312451;313710;314500;316071;316643;317764	311250;312609;313842;314582;316127;316751;317892	-;-;-;-;-;-;-	1647	590	803	40	209
PMZ_0045884	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	323312;323888;325364;326527;327998;330257;331050;332354	323323;324000;325419;326685;328143;330347;331144;332590	-;-;-;-;-;-;-;-	909	209	79	65	42
PMZ_0060244	chr63;chr63;chr63;chr63;chr63;chr63;chr63	353057;354994;355825;358342;366630;367366;368434	353243;355043;356001;358424;366762;367468;368567	-;-;-;-;-;-;-	867	0	0	0	8
PMZ_0045883	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	380696;381539;382848;384880;385844;387165;388178;389177;389601;390200;391105;392698	381178;381771;382996;385053;386017;387338;388345;389339;389737;390359;391208;393037	+;+;+;+;+;+;+;+;+;+;+;+	2459	21	6	100	101
PMZ_0060245	chr63;chr63;chr63;chr63	397505;404242;406360;407727	401844;404345;406492;407964	-;-;-;-	4815	0	0	5	31
PMZ_0060246	chr63;chr63;chr63;chr63	417905;418702;421709;424106	418037;418940;421956;424335	-;-;-;-	850	0	0	0	6
PMZ_0060247	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	427497;429649;431610;433903;435337;437780;442029;445053;452144;456797;457976;458425	428868;429817;431753;434026;435381;437879;442154;445295;452291;457079;458207;458471	-;-;-;-;-;-;-;-;-;-;-;-	3033	29	0	30	5
PMZ_0045882	chr63;chr63	484711;491320	485138;491461	-;-	570	0	0	0	0
PMZ_0060248	chr63;chr63;chr63	497017;501809;503371	497918;501988;503410	-;-;-	1122	0	0	0	0
PMZ_0060249	chr63;chr63;chr63;chr63;chr63;chr63;chr63	505262;506720;507102;509397;510412;511325;512616	505357;506855;507292;509459;510500;511409;512742	-;-;-;-;-;-;-	787	0	0	0	0
PMZ_0060250	chr63;chr63;chr63;chr63	575148;576568;583590;586573	575325;576958;584942;586834	-;-;-;-	2184	85	1	233	256
PMZ_0045880	chr63;chr63;chr63;chr63;chr63;chr63	598680;602278;602809;605459;611649;612832	598835;602334;602836;605526;611740;612953	-;-;-;-;-;-	523	43	21	225	164
PMZ_0045879	chr63;chr63;chr63;chr63	616924;618168;620436;625942	617074;618296;620557;626175	-;-;-;-	636	15	67	187	202
PMZ_0060251	chr63;chr63;chr63	648321;649439;651779	648399;649696;651921	-;-;-	480	130	107	351	274
PMZ_0060252	chr63;chr63;chr63	700156;709763;711803	700163;710292;712017	-;-;-	753	9	0	83	79
PMZ_0060253	chr63	739445	740275	-	831	0	0	0	0
PMZ_0060254	chr63;chr63;chr63	813851;815743;825100	813884;819709;825178	-;-;-	4080	0	20	262	258
PMZ_0060255	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	918093;920024;932887;933764;935554;937358;942268;944379;947255;948481;949787	918444;920045;933032;933813;935717;937693;942326;944506;947293;948545;949939	+;+;+;+;+;+;+;+;+;+;+	1514	499	856	1083	1255
PMZ_0060256	chr63;chr63;chr63;chr63	962335;962864;963953;965623	962430;962998;964240;966912	+;+;+;+	1809	142	204	559	609
PMZ_0060257	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	981679;982832;983428;984786;985600;987680;988374;991314;995043;995872;998553;999160;1000666;1005826;1011540;1028696;1032836;1035676;1036245;1036903;1038944;1040115;1042307;1042740;1070438;1085423	981887;982898;983614;984868;985666;987741;988495;991365;995194;995981;998615;999269;1000733;1006003;1011697;1028747;1032936;1035825;1036383;1036954;1039143;1041356;1042436;1042888;1070849;1085469	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4362	142	143	323	300
PMZ_0060258	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1110658;1111229;1112381;1112612;1114920;1117022;1117738;1123777	1110682;1111338;1112494;1112725;1115199;1117110;1117843;1123805	+;+;+;+;+;+;+;+	867	92	61	100	86
PMZ_0060259	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1134180;1139802;1142296;1143799;1150234;1150862;1151345;1152536;1157485;1157671	1135473;1139866;1142366;1143847;1150431;1151090;1151402;1152664;1157578;1157695	-;-;-;-;-;-;-;-;-;-	2212	530	571	730	950
PMZ_0060260	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1161312;1164752;1165636;1166014;1168936;1172570;1174473;1174691;1177334;1177589	1161484;1164859;1165678;1166080;1169026;1172618;1174552;1174827;1177518;1178166	+;+;+;+;+;+;+;+;+;+	1511	1124	1303	899	1167
PMZ_0045867	chr63;chr63;chr63	1183620;1183939;1185437	1183731;1184047;1185671	+;+;+	456	1516	1971	695	949
PMZ_0060261	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1193382;1198433;1199460;1200351;1203087;1203967;1211927;1213018;1214501	1193519;1198492;1199510;1200452;1203141;1204178;1211971;1213179;1215001	-;-;-;-;-;-;-;-;-	1326	721	606	1429	1548
PMZ_0045866	chr63;chr63;chr63;chr63	1216907;1218985;1220408;1227902	1218720;1220222;1220692;1228212	-;-;-;-	3648	942	418	3419	3255
PMZ_0060262	chr63;chr63;chr63	1243776;1244104;1247768	1243943;1244151;1247866	-;-;-	315	10	33	14	98
PMZ_0060263	chr63;chr63;chr63;chr63;chr63	1249700;1253125;1253610;1256529;1265297	1249756;1253230;1253716;1256719;1265423	-;-;-;-;-	588	19	20	63	101
PMZ_0060264	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1270626;1271953;1273613;1274914;1276134;1276773;1277631;1278288;1278692;1279553;1282936	1270685;1272070;1273764;1275003;1276200;1276867;1277740;1278351;1278794;1279655;1283236	-;-;-;-;-;-;-;-;-;-;-	1263	949	1185	1886	2061
PMZ_0060265	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1302581;1303705;1304378;1309362;1312770;1315053;1315720;1316673	1302693;1303864;1304440;1309435;1312876;1315243;1315776;1316733	-;-;-;-;-;-;-;-	826	0	26	59	118
PMZ_0060266	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1333516;1337285;1338563;1341854;1342500;1343491;1344789;1345709	1333671;1337433;1338681;1342086;1342638;1343641;1344837;1346080	+;+;+;+;+;+;+;+	1368	11	7	162	94
PMZ_0060267	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1361198;1362645;1364533;1370912;1372116;1373984;1374971;1375477;1376255;1378869;1381016;1382363;1383461	1361342;1362826;1364592;1371083;1372410;1374014;1375033;1375675;1376480;1379119;1381060;1382478;1383640	+;+;+;+;+;+;+;+;+;+;+;+;+	1965	254	678	1249	1172
PMZ_0060268	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1384718;1385800;1405232;1409924;1413088;1416543;1417461;1419009;1419398	1384777;1386621;1405424;1410045;1413132;1416682;1418983;1419377;1419695	+;+;+;+;+;+;+;+;+	3572	3887	5261	4752	4840
PMZ_0060269	chr63;chr63;chr63	1419731;1421805;1423632	1420156;1421930;1423695	-;-;-	616	570	628	330	332
PMZ_0035857	chr63;chr63	1428397;1431445	1428705;1431558	-;-	423	472	487	283	368
PMZ_0060270	chr63;chr63	1487660;1502499	1487759;1502722	+;+	324	14	0	0	4
PMZ_0060271	chr63;chr63;chr63;chr63	1598626;1599830;1602534;1603518	1598789;1600064;1602751;1603746	-;-;-;-	846	217	365	517	320
PMZ_0034530	chr63;chr63;chr63;chr63;chr63;chr63	1615203;1615484;1622233;1622795;1623650;1624201	1615363;1615589;1622298;1622958;1623815;1624397	+;+;+;+;+;+	860	217	194	45	104
PMZ_0060272	chr63;chr63;chr63;chr63	1646725;1648685;1659011;1682934	1646914;1648725;1659144;1683747	+;+;+;+	1179	52	46	33	73
PMZ_0060273	chr63;chr63	1694073;1707228	1694675;1707293	+;+	669	0	0	1	2
PMZ_0060274	chr63;chr63;chr63	1761798;1762226;1765816	1761998;1762315;1765971	-;-;-	447	0	0	25	8
PMZ_0060275	chr63;chr63;chr63;chr63;chr63	1812224;1814325;1816160;1818979;1821359	1812558;1814541;1816377;1819318;1821576	-;-;-;-;-	1328	11	38	86	90
PMZ_0045654	chr63;chr63;chr63;chr63;chr63;chr63;chr63	1883200;1884136;1884536;1884990;1885810;1886302;1889107	1883311;1884179;1884720;1885133;1885992;1886564;1889186	+;+;+;+;+;+;+	1011	0	0	32	31
PMZ_0060276	chr63;chr63;chr63;chr63;chr63;chr63;chr63	1904676;1905005;1907504;1909190;1910855;1914110;1915873	1904984;1906510;1907683;1909346;1910967;1914385;1917264	-;-;-;-;-;-;-	3933	18	65	226	182
PMZ_0060277	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1923860;1925537;1927597;1928683;1929743;1932462;1936119;1936624	1924017;1925648;1927691;1928788;1930009;1932609;1936184;1936661	-;-;-;-;-;-;-;-	990	0	0	0	0
PMZ_0060278	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1951729;1956293;1959312;1962116;1963963;1965549;1966896;1967931;1976287	1951938;1956478;1959482;1962334;1964052;1965635;1967005;1968060;1976358	+;+;+;+;+;+;+;+;+	1275	0	24	10	23
PMZ_0060279	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	1976618;1977271;1979024;1980991;1983506;1987605;1987937;1988668;1989326;1990129;1990859;1993100;1995908;1997005;1999884;2000377;2002694;2003581;2006599;2007943	1976719;1977372;1979230;1981044;1983543;1987731;1988038;1988741;1989408;1990244;1990951;1993284;1996067;1997049;2000012;2000496;2002852;2003722;2006683;2008123	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2304	83	69	266	293
PMZ_0060280	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	2047834;2051041;2055565;2056073;2059397;2061484;2061937;2062378;2063932;2064995;2068002;2069670;2072844;2085481	2047848;2051136;2055996;2056393;2059541;2061611;2062050;2062563;2064090;2065025;2068166;2070115;2072960;2086083	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2958	0	0	116	165
PMZ_0060281	chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63;chr63	2107744;2114283;2115986;2117287;2118849;2120711;2122762;2123283;2123644;2124832;2126144	2107764;2114424;2116152;2117405;2119023;2120946;2122844;2123537;2123922;2124947;2128088	+;+;+;+;+;+;+;+;+;+;+	3538	71	201	852	643
PMZ_0060282	chr63;chr63;chr63;chr63;chr63;chr63;chr63	2128043;2130355;2131474;2133246;2135720;2136199;2138127	2130026;2130660;2131668;2133342;2135837;2136323;2138306	-;-;-;-;-;-;-	3005	1136	690	1045	1057
PMZ_0017013	chr63;chr63;chr63;chr63;chr63	2141057;2153773;2154012;2162272;2162996	2141444;2153950;2154210;2162712;2163065	-;-;-;-;-	1276	0	0	0	0
PMZ_0048637	chr63;chr63	2154677;2164056	2154723;2164537	+;+	529	0	0	0	0
PMZ_0060283	chr63	2187360	2187986	-	627	9	28	0	4
