PMGeneID	GalgalGeneID	GeneName	QueryLength	NumberOfMatches	AlignmentScore	Strand	GalgalProteinID
PMZ_0013931	ENSGALG00000006564		143	122	85.31468531	+	ENSGALP00000010583
PMZ_0014147	ENSGALG00000040889	ARMC8	506	406	80.23715415	+	ENSGALP00000054602
PMZ_0043488	ENSGALG00000009512	TFPI2	54	32	59.25925926	+	ENSGALP00000015469
PMZ_0028915	ENSGALG00000012538	NR4A2	29	28	96.55172414	+	ENSGALP00000045525
PMZ_0028919	ENSGALG00000031275	TUBB6	94	79	84.04255319	+	ENSGALP00000047648
PMZ_0029534	ENSGALG00000034070	GAD67	449	377	83.96436526	+	ENSGALP00000053512
PMZ_0029531	ENSGALG00000009608		120	84	70	+	ENSGALP00000015644
PMZ_0043500	ENSGALG00000033173		47	31	65.95744681	+	ENSGALP00000046930
PMZ_0027764	ENSGALG00000035605		441	361	81.85941043	+	ENSGALP00000062245
PMZ_0026955	ENSGALG00000031244	ADCY5	562	488	86.83274021	+	ENSGALP00000063774
PMZ_0028346	ENSGALG00000042033	PRKAG1	258	229	88.75968992	+	ENSGALP00000050826
PMZ_0043503	ENSGALG00000013043	FAM173B	61	40	65.57377049	+	ENSGALP00000021261
PMZ_0017801	ENSGALG00000007260	ZEB1	59	57	96.61016949	+	ENSGALP00000011738
PMZ_0043507	ENSGALG00000012424	GTDC1	186	150	80.64516129	+	ENSGALP00000020279
PMZ_0007613	ENSGALG00000013041	CCT5	505	428	84.75247525	+	ENSGALP00000021255
PMZ_0026742	ENSGALG00000010891	ABCB11	511	387	75.73385519	+	ENSGALP00000017690
PMZ_0029132	ENSGALG00000013342	GBX2	99	86	86.86868687	+	ENSGALP00000021739
PMZ_0015470	ENSGALG00000009677	UBP	53	41	77.35849057	+	ENSGALP00000015735
PMZ_0043510	ENSGALG00000045889	MEIOC	103	79	76.69902913	+	ENSGALP00000059010
PMZ_0043511	ENSGALG00000002973		177	163	92.09039548	+	ENSGALP00000004697
PMZ_0002742	ENSGALG00000027768	CTDSP1	185	157	84.86486486	+	ENSGALP00000040660
PMZ_0014809	ENSGALG00000042928		34	24	70.58823529	+	ENSGALP00000043984
PMZ_0043515	ENSGALG00000037094	POU4F2	38	23	60.52631579	+	ENSGALP00000058394
PMZ_0033920	ENSGALG00000023420	HOXD3	36	22	61.11111111	+	ENSGALP00000037900
PMZ_0043516	ENSGALG00000025774		47	40	85.10638298	+	ENSGALP00000043067
PMZ_0043517	ENSGALG00000031601	SMUG1	183	120	65.57377049	+	ENSGALP00000053347
PMZ_0033113	ENSGALG00000011038		50	44	88	+	ENSGALP00000017958
PMZ_0043513	ENSGALG00000027234	HOXA13	68	60	88.23529412	+	ENSGALP00000043198
PMZ_0025023	ENSGALG00000040320	HOXB8	52	47	90.38461538	+	ENSGALP00000050767
PMZ_0027818	ENSGALG00000009031	SESTD1	90	61	67.77777778	+	ENSGALP00000014676
PMZ_0007849	ENSGALG00000008606	NDUFS1	667	558	83.65817091	+	ENSGALP00000013999
PMZ_0020845	ENSGALG00000029701	INO80D	169	143	84.61538462	+	ENSGALP00000047943
PMZ_0015830	ENSGALG00000008493	METTL21A	64	52	81.25	+	ENSGALP00000032767
PMZ_0043535	ENSGALG00000040833	CDCA7	58	49	84.48275862	+	ENSGALP00000053202
PMZ_0043532	ENSGALG00000011164	CHN2	106	68	64.1509434	+	ENSGALP00000018177
PMZ_0007204	ENSGALG00000007095	CUL2	417	338	81.05515588	+	ENSGALP00000011473
PMZ_0043526	ENSGALG00000035140	TMEM106B	212	168	79.24528302	+	ENSGALP00000054918
PMZ_0043527	ENSGALG00000034421	SENP1	166	112	67.46987952	+	ENSGALP00000052750
PMZ_0031395	ENSGALG00000010961	IGF2BP3	59	50	84.74576271	+	ENSGALP00000017819
PMZ_0043530	ENSGALG00000011445	AAMP	250	189	75.6	+	ENSGALP00000018640
PMZ_0002962	ENSGALG00000030002	KRT18	40	25	62.5	+	ENSGALP00000052352
PMZ_0043546	ENSGALG00000020703	GRB14	436	321	73.62385321	+	ENSGALP00000052386
PMZ_0043547	ENSGALG00000033339	FIGNL2	25	23	92	+	ENSGALP00000044636
PMZ_0043548	ENSGALG00000035938		88	68	77.27272727	+	ENSGALP00000050507
PMZ_0043549	ENSGALG00000042836	KCNH2	246	229	93.08943089	+	ENSGALP00000044315
PMZ_0031430	ENSGALG00000009325		120	105	87.5	+	ENSGALP00000015171
PMZ_0030418	ENSGALG00000035725	SP8	47	40	85.10638298	+	ENSGALP00000046361
PMZ_0043538	ENSGALG00000014276	CIR1	108	92	85.18518519	+	ENSGALP00000023047
PMZ_0043539	ENSGALG00000031751	SCRN3	314	249	79.29936306	+	ENSGALP00000043846
PMZ_0026720	ENSGALG00000014209	GPR155	250	187	74.8	+	ENSGALP00000022937
PMZ_0043541	ENSGALG00000033385	COPS8	44	31	70.45454545	+	ENSGALP00000048257
PMZ_0030415	ENSGALG00000013155		82	75	91.46341463	+	ENSGALP00000021453
PMZ_0043543	ENSGALG00000013156		74	55	74.32432432	+	ENSGALP00000021455
PMZ_0043552	ENSGALG00000003570	ATIC	500	378	75.6	+	ENSGALP00000057605
PMZ_0043554	ENSGALG00000035734	IKZF4	69	50	72.46376812	+	ENSGALP00000045817
PMZ_0023479	ENSGALG00000003484	BARD1	82	60	73.17073171	+	ENSGALP00000005502
PMZ_0043556	ENSGALG00000005297	HHATL	52	48	92.30769231	+	ENSGALP00000008480
PMZ_0043560	ENSGALG00000039970	ENDOU	174	113	64.94252874	+	ENSGALP00000053083
PMZ_0043561	ENSGALG00000034306	NEUROD4	99	83	83.83838384	+	ENSGALP00000054770
PMZ_0026680	ENSGALG00000029378	ITGA9	158	109	68.98734177	+	ENSGALP00000055215
PMZ_0003291	ENSGALG00000008903	SSFA2	82	44	53.65853659	+	ENSGALP00000046474
PMZ_0015775	ENSGALG00000006703	GTPBP4	556	449	80.75539568	+	ENSGALP00000010821
PMZ_0043550	ENSGALG00000000510	DCAF7	342	327	95.61403509	+	ENSGALP00000000696
PMZ_0044627	ENSGALG00000016858	ASBT	121	79	65.2892562	+	ENSGALP00000027184
PMZ_0037268	ENSGALG00000034396	TMEM50B	95	74	77.89473684	+	ENSGALP00000044014
PMZ_0033540	ENSGALG00000003722	THG1L	96	72	75	+	ENSGALP00000005900
PMZ_0043634	ENSGALG00000011274	DCN	154	112	72.72727273	+	ENSGALP00000018373
PMZ_0034471	ENSGALG00000011276	BTG1	93	78	83.87096774	+	ENSGALP00000018378
PMZ_0033448	ENSGALG00000030550	ATP2B1	683	598	87.55490483	+	ENSGALP00000055998
PMZ_0043957	ENSGALG00000040444	SEMA3C	342	255	74.56140351	+	ENSGALP00000058277
PMZ_0037979	ENSGALG00000001512	KCND3	155	133	85.80645161	+	ENSGALP00000002295
PMZ_0031749	ENSGALG00000029850	OTUD5	73	68	93.15068493	+	ENSGALP00000046147
PMZ_0013930	ENSGALG00000037995	STRIP1	457	405	88.6214442	+	ENSGALP00000053405
PMZ_0033231	ENSGALG00000002414	TSPAN14	35	22	62.85714286	+	ENSGALP00000003794
PMZ_0033232	ENSGALG00000006867	QRICH1	256	190	74.21875	+	ENSGALP00000011107
PMZ_0038346	ENSGALG00000023584	FAM19A5	39	30	76.92307692	+	ENSGALP00000038439
PMZ_0043961	ENSGALG00000030024	USP15	203	177	87.19211823	+	ENSGALP00000059175
PMZ_0043964	ENSGALG00000010088	RALGAPA1	180	151	83.88888889	+	ENSGALP00000016384
PMZ_0034842	ENSGALG00000009805	PPM1H	138	117	84.7826087	+	ENSGALP00000015930
PMZ_0009457	ENSGALG00000000668	RBBP5	274	256	93.43065693	+	ENSGALP00000000941
PMZ_0043990	ENSGALG00000007810	PPP4R2	82	55	67.07317073	+	ENSGALP00000032688
PMZ_0030583	ENSGALG00000017197	CNTN5	96	56	58.33333333	+	ENSGALP00000045880
PMZ_0008561	ENSGALG00000012919		49	36	73.46938776	+	ENSGALP00000021043
PMZ_0014626	ENSGALG00000038535		49	30	61.2244898	+	ENSGALP00000047217
PMZ_0043984	ENSGALG00000006731	TAF3	106	73	68.86792453	+	ENSGALP00000010875
PMZ_0029246	ENSGALG00000008401	ASB13	106	79	74.52830189	+	ENSGALP00000013670
PMZ_0028063	ENSGALG00000005249	BICD2	656	574	87.5	+	ENSGALP00000008419
PMZ_0043988	ENSGALG00000037744	CACNA1S	127	103	81.1023622	+	ENSGALP00000056240
PMZ_0016723	ENSGALG00000006910	IMPDH	116	91	78.44827586	+	ENSGALP00000062799
PMZ_0043982	ENSGALG00000006910	IMPDH	34	31	91.17647059	+	ENSGALP00000035460
PMZ_0015145	ENSGALG00000037597	YOD1	132	100	75.75757576	+	ENSGALP00000048440
PMZ_0043996	ENSGALG00000001563	WDR45B	23	18	78.26086957	+	ENSGALP00000055017
PMZ_0043998	ENSGALG00000029616	HCFC2	163	131	80.36809816	+	ENSGALP00000044607
PMZ_0044000	ENSGALG00000033295	CAV2	27	20	74.07407407	+	ENSGALP00000052008
PMZ_0018000	ENSGALG00000031699	NEDD1	199	143	71.85929648	+	ENSGALP00000056159
PMZ_0033128	ENSGALG00000035274		27	21	77.77777778	+	ENSGALP00000045218
PMZ_0043979	ENSGALG00000003474	MED20	166	117	70.48192771	+	ENSGALP00000005490
PMZ_0043980	ENSGALG00000006328	CHCHD4	108	83	76.85185185	+	ENSGALP00000010217
PMZ_0030686	ENSGALG00000011400	USP44	103	83	80.58252427	+	ENSGALP00000018572
PMZ_0017506	ENSGALG00000014083	INTS13	175	125	71.42857143	+	ENSGALP00000022761
PMZ_0029241	ENSGALG00000005078	NUP210	130	87	66.92307692	+	ENSGALP00000008128
PMZ_0019860	ENSGALG00000039470		164	138	84.14634146	+	ENSGALP00000050685
PMZ_0017635	ENSGALG00000033772	UPF2	327	272	83.18042813	+	ENSGALP00000046655
PMZ_0043976	ENSGALG00000033772	UPF2	753	630	83.66533865	+	ENSGALP00000052359
PMZ_0031300	ENSGALG00000014038	CDC123	89	66	74.15730337	+	ENSGALP00000022692
PMZ_0026163	ENSGALG00000035533	ADIPOR2	278	228	82.01438849	+	ENSGALP00000043970
PMZ_0031855	ENSGALG00000008975	FAM3C	146	94	64.38356164	+	ENSGALP00000014585
PMZ_0030500	ENSGALG00000036763	CELSR3	594	446	75.08417508	+	ENSGALP00000048221
PMZ_0030903	ENSGALG00000041251	HDAC10	138	94	68.11594203	+	ENSGALP00000054286
PMZ_0026667	ENSGALG00000005713	NCKIPSD	412	300	72.81553398	+	ENSGALP00000009151
PMZ_0006288	ENSGALG00000029379	BRD1	757	615	81.24174373	+	ENSGALP00000044982
PMZ_0031297	ENSGALG00000039170	LHFPL5	46	37	80.43478261	+	ENSGALP00000045291
PMZ_0026666	ENSGALG00000007098	KIF21A	462	391	84.63203463	+	ENSGALP00000011479
PMZ_0002060	ENSGALG00000004897	GTSE1	21	17	80.95238095	+	ENSGALP00000007804
PMZ_0043971	ENSGALG00000013018	TPRKB	61	44	72.13114754	+	ENSGALP00000021224
PMZ_0002064	ENSGALG00000040272		106	74	69.81132075	+	ENSGALP00000052137
PMZ_0043972	ENSGALG00000043355	CELSR1	332	229	68.97590361	+	ENSGALP00000047450
PMZ_0044009	ENSGALG00000004969	TIMP4	146	102	69.8630137	+	ENSGALP00000007955
PMZ_0011039	ENSGALG00000012987	CCDC77	413	343	83.05084746	+	ENSGALP00000021170
PMZ_0012202	ENSGALG00000013026	HDHD5	275	216	78.54545455	+	ENSGALP00000021239
PMZ_0044007	ENSGALG00000002588	PPARD	274	219	79.9270073	+	ENSGALP00000004067
PMZ_0011864	ENSGALG00000005869	COPG1	836	720	86.12440191	+	ENSGALP00000053841
PMZ_0044017	ENSGALG00000009134	CTTNBP2	42	28	66.66666667	+	ENSGALP00000014860
PMZ_0044018	ENSGALG00000037601	TBC1D25	127	85	66.92913386	+	ENSGALP00000047147
PMZ_0044020	ENSGALG00000005701	IP6K2	126	95	75.3968254	+	ENSGALP00000009131
PMZ_0012342	ENSGALG00000007931	DLD	327	293	89.60244648	+	ENSGALP00000012869
PMZ_0044025	ENSGALG00000024271	ECHS1	165	133	80.60606061	+	ENSGALP00000040189
PMZ_0044026	ENSGALG00000011221		197	158	80.20304569	+	ENSGALP00000018276
PMZ_0044027	ENSGALG00000019171		108	79	73.14814815	+	ENSGALP00000029700
PMZ_0003752	ENSGALG00000035831	HASPIN	52	32	61.53846154	+	ENSGALP00000047423
PMZ_0020514	ENSGALG00000008294	ITPR1	2314	2007	86.73292999	+	ENSGALP00000013491
PMZ_0044012	ENSGALG00000034281	TMCC2	192	143	74.47916667	+	ENSGALP00000047534
PMZ_0029496	ENSGALG00000008926	CADPS2	948	764	80.5907173	+	ENSGALP00000014492
PMZ_0044033	ENSGALG00000035827		56	47	83.92857143	+	ENSGALP00000049043
PMZ_0004429	ENSGALG00000009730	SLC38A4	430	335	77.90697674	+	ENSGALP00000015821
PMZ_0019396	ENSGALG00000009586	IRAK4	127	79	62.20472441	+	ENSGALP00000015600
PMZ_0002631	ENSGALG00000009023	ING3	219	198	90.4109589	+	ENSGALP00000014665
PMZ_0012531	ENSGALG00000008420	CAND2	1173	986	84.05797101	+	ENSGALP00000013701
PMZ_0029248	ENSGALG00000038876		123	119	96.74796748	+	ENSGALP00000046625
PMZ_0019801	ENSGALG00000009448	IFRD1	138	102	73.91304348	+	ENSGALP00000015363
PMZ_0044029	ENSGALG00000008419		319	256	80.2507837	+	ENSGALP00000013700
PMZ_0004555	ENSGALG00000027682	C12orf66	169	139	82.24852071	+	ENSGALP00000015964
PMZ_0031724	ENSGALG00000008797		84	76	90.47619048	+	ENSGALP00000052534
PMZ_0004557	ENSGALG00000002138	HYAL2	301	203	67.44186047	+	ENSGALP00000003336
PMZ_0039032	ENSGALG00000032485	SSR4	94	64	68.08510638	+	ENSGALP00000057013
PMZ_0034313	ENSGALG00000009298	TNIK	36	25	69.44444444	+	ENSGALP00000015110
PMZ_0021221	ENSGALG00000015821	CCT8	19	18	94.73684211	+	ENSGALP00000025461
PMZ_0009447	ENSGALG00000013410	UBA3	284	235	82.74647887	+	ENSGALP00000021837
PMZ_0047895	ENSGALG00000029027	SEP12	42	30	71.42857143	+	ENSGALP00000041603
PMZ_0046840	ENSGALG00000014686	FBN2	113	102	90.26548673	+	ENSGALP00000055460
PMZ_0036408	ENSGALG00000036853		192	147	76.5625	+	ENSGALP00000055742
PMZ_0033832	ENSGALG00000016707	CLIC5	200	158	79	+	ENSGALP00000056462
PMZ_0038919	ENSGALG00000000868	RNF121	30	24	80	+	ENSGALP00000047675
PMZ_0036883	ENSGALG00000030826	CLCN7	131	106	80.91603053	+	ENSGALP00000054688
PMZ_0046633	ENSGALG00000041334	SNRPD1	60	54	90	+	ENSGALP00000056840
PMZ_0046634	ENSGALG00000040902	SACM1L	402	318	79.10447761	+	ENSGALP00000046949
PMZ_0031685	ENSGALG00000005006	UBA2	39	24	61.53846154	+	ENSGALP00000028895
PMZ_0022713	ENSGALG00000002242	GALNT9	83	66	79.51807229	+	ENSGALP00000003502
PMZ_0048413	ENSGALG00000027886	TMEM165	38	32	84.21052632	+	ENSGALP00000041966
PMZ_0048412	ENSGALG00000013883	SNRNP27	24	19	79.16666667	+	ENSGALP00000022472
PMZ_0034544	ENSGALG00000025996		31	25	80.64516129	+	ENSGALP00000043196
PMZ_0037364	ENSGALG00000038657		78	48	61.53846154	+	ENSGALP00000051667
PMZ_0047283	ENSGALG00000040018	NUP98	29	24	82.75862069	+	ENSGALP00000046130
PMZ_0018646	ENSGALG00000007794	DRD2	161	149	92.54658385	+	ENSGALP00000012625
PMZ_0048005	ENSGALG00000010244	AKR1A1	38	24	63.15789474	+	ENSGALP00000058896
PMZ_0048587	ENSGALG00000037167		174	129	74.13793103	+	ENSGALP00000048542
PMZ_0009308	ENSGALG00000042589	TMEM167B	70	55	78.57142857	+	ENSGALP00000048304
PMZ_0046304	ENSGALG00000028017	EFCAB2	37	23	62.16216216	+	ENSGALP00000041233
PMZ_0046306	ENSGALG00000045792	WDR78	57	35	61.40350877	+	ENSGALP00000059521
PMZ_0030197	ENSGALG00000004169		90	65	72.22222222	+	ENSGALP00000006618
PMZ_0030198	ENSGALG00000002729	GK5	44	33	75	+	ENSGALP00000004298
PMZ_0009309	ENSGALG00000011214	SERPINH1	62	35	56.4516129	+	ENSGALP00000018265
PMZ_0046309	ENSGALG00000010411	RNF13	34	27	79.41176471	+	ENSGALP00000038118
PMZ_0031218	ENSGALG00000039061	PHPT1	85	60	70.58823529	+	ENSGALP00000057301
PMZ_0019893	ENSGALG00000016088	CCT7	506	428	84.58498024	+	ENSGALP00000036304
PMZ_0038604	ENSGALG00000012591	HNRNPK	79	68	86.07594937	+	ENSGALP00000020534
PMZ_0038279	ENSGALG00000031754	KCNG2	75	50	66.66666667	+	ENSGALP00000057198
PMZ_0045549	ENSGALG00000032925	STK40	160	139	86.875	+	ENSGALP00000054143
PMZ_0032100	ENSGALG00000016340		472	447	94.70338983	+	ENSGALP00000026307
PMZ_0045550	ENSGALG00000015841	CLDN8	102	65	63.7254902	+	ENSGALP00000025494
PMZ_0036760	ENSGALG00000015835	GRIK1	777	694	89.31788932	+	ENSGALP00000052354
PMZ_0045551	ENSGALG00000032530	SASH3	98	77	78.57142857	+	ENSGALP00000050611
PMZ_0036222	ENSGALG00000038019		66	39	59.09090909	+	ENSGALP00000052340
PMZ_0032811	ENSGALG00000002010	SNIP1	106	86	81.13207547	+	ENSGALP00000003126
PMZ_0045554	ENSGALG00000016382	MBTPS2	24	18	75	+	ENSGALP00000026373
PMZ_0032502	ENSGALG00000013900	MAP7	59	47	79.66101695	+	ENSGALP00000022497
PMZ_0032504	ENSGALG00000014907	DCBLD1	28	20	71.42857143	+	ENSGALP00000023996
PMZ_0045556	ENSGALG00000007028		54	42	77.77777778	+	ENSGALP00000051377
PMZ_0032813	ENSGALG00000016726	PTCHD4	111	85	76.57657658	+	ENSGALP00000026940
PMZ_0012122	ENSGALG00000001540	SF3A3	341	301	88.26979472	+	ENSGALP00000002338
PMZ_0045558	ENSGALG00000017129	SAP18	85	64	75.29411765	+	ENSGALP00000043734
PMZ_0030839	ENSGALG00000016511	ADGRG2	67	50	74.62686567	+	ENSGALP00000026589
PMZ_0029747	ENSGALG00000027960	GRPR	66	46	69.6969697	+	ENSGALP00000040632
PMZ_0045559	ENSGALG00000000678	CITED4	34	27	79.41176471	+	ENSGALP00000000958
PMZ_0008520	ENSGALG00000004831	RPS4	170	162	95.29411765	+	ENSGALP00000052806
PMZ_0008519	ENSGALG00000016548	SYAP1	47	38	80.85106383	+	ENSGALP00000026649
PMZ_0015378	ENSGALG00000013829	REPS1	189	165	87.3015873	+	ENSGALP00000031142
PMZ_0015188	ENSGALG00000011423	FGFR1OP	24	22	91.66666667	+	ENSGALP00000018610
PMZ_0015189	ENSGALG00000015904	TMEM30A	289	244	84.42906574	+	ENSGALP00000025582
PMZ_0002614	ENSGALG00000033469	KDM1A	521	473	90.78694818	+	ENSGALP00000048449
PMZ_0014446	ENSGALG00000004825	HDAC8	239	170	71.12970711	+	ENSGALP00000007696
PMZ_0045560	ENSGALG00000039001	FILIP1	33	26	78.78787879	+	ENSGALP00000049541
PMZ_0026663	ENSGALG00000015271		168	113	67.26190476	+	ENSGALP00000024602
PMZ_0002612	ENSGALG00000012345	UST	207	143	69.0821256	+	ENSGALP00000020141
PMZ_0045561	ENSGALG00000015307	ABI3BP	27	22	81.48148148	+	ENSGALP00000024658
PMZ_0045563	ENSGALG00000017153	RDX	328	272	82.92682927	+	ENSGALP00000021028
PMZ_0045565	ENSGALG00000017150	ARHGAP20	92	54	58.69565217	+	ENSGALP00000027647
PMZ_0045566	ENSGALG00000011661	SOD2	188	157	83.5106383	+	ENSGALP00000019039
PMZ_0045568	ENSGALG00000013874	PEX7	152	101	66.44736842	+	ENSGALP00000022459
PMZ_0045572	ENSGALG00000038649	DONSON	102	62	60.78431373	+	ENSGALP00000057506
PMZ_0018918	ENSGALG00000035096		30	25	83.33333333	+	ENSGALP00000053471
PMZ_0045577	ENSGALG00000016070	WRB	106	77	72.64150943	+	ENSGALP00000025844
PMZ_0045567	ENSGALG00000016285		411	329	80.0486618	+	ENSGALP00000044219
PMZ_0006900	ENSGALG00000030545	SLC35D3	207	159	76.8115942	+	ENSGALP00000045229
PMZ_0045579	ENSGALG00000038405	CASR	342	258	75.43859649	+	ENSGALP00000049663
PMZ_0032386	ENSGALG00000034473	PARP4	104	72	69.23076923	+	ENSGALP00000053531
PMZ_0045582	ENSGALG00000027420	POPDC3	87	60	68.96551724	+	ENSGALP00000036460
PMZ_0045583	ENSGALG00000015410	BVES	152	106	69.73684211	+	ENSGALP00000036453
PMZ_0045584	ENSGALG00000016205	PDXK	95	74	77.89473684	+	ENSGALP00000026076
PMZ_0004196	ENSGALG00000017159	ATM	364	305	83.79120879	+	ENSGALP00000027660
PMZ_0044561	ENSGALG00000006755	USP2	97	67	69.07216495	+	ENSGALP00000040033
PMZ_0044563	ENSGALG00000024326	RPUSD4	60	47	78.33333333	+	ENSGALP00000040321
PMZ_0044568	ENSGALG00000041562		50	42	84	+	ENSGALP00000055942
PMZ_0026989	ENSGALG00000006663	ARHGEF12	53	48	90.56603774	+	ENSGALP00000010766
PMZ_0030078	ENSGALG00000000669		101	87	86.13861386	+	ENSGALP00000000943
PMZ_0044567	ENSGALG00000030139		153	117	76.47058824	+	ENSGALP00000053440
PMZ_0031969	ENSGALG00000042304		34	23	67.64705882	+	ENSGALP00000044829
PMZ_0030075	ENSGALG00000006638	GRIK4	108	95	87.96296296	+	ENSGALP00000010709
PMZ_0044565	ENSGALG00000042418	CHEK1	190	156	82.10526316	+	ENSGALP00000047725
PMZ_0044571	ENSGALG00000001407	ADAMTS15	133	105	78.94736842	+	ENSGALP00000002138
PMZ_0044574	ENSGALG00000040342	ADAMTS1	56	42	75	+	ENSGALP00000044909
PMZ_0031190	ENSGALG00000030990		33	26	78.78787879	+	ENSGALP00000048381
PMZ_0031191	ENSGALG00000043511	ARHGAP32	46	32	69.56521739	+	ENSGALP00000045579
PMZ_0044576	ENSGALG00000015293	TMEM45A	121	86	71.07438017	+	ENSGALP00000024636
PMZ_0027580	ENSGALG00000007839	NCAM1	117	97	82.90598291	+	ENSGALP00000012709
PMZ_0044578	ENSGALG00000007101	ZPR1	211	170	80.56872038	+	ENSGALP00000063124
PMZ_0020354	ENSGALG00000015662	LIPI	58	44	75.86206897	+	ENSGALP00000025204
PMZ_0011106	ENSGALG00000037065	SC5D	89	73	82.02247191	+	ENSGALP00000046268
PMZ_0044580	ENSGALG00000015136	ILDR1	37	25	67.56756757	+	ENSGALP00000024377
PMZ_0014233	ENSGALG00000042730	STT3A	558	507	90.86021505	+	ENSGALP00000048856
PMZ_0016183	ENSGALG00000033064	DDX6	403	358	88.8337469	+	ENSGALP00000046305
PMZ_0019569	ENSGALG00000038400	TOMM40L	234	164	70.08547009	+	ENSGALP00000055223
PMZ_0013015	ENSGALG00000001437	NTM	78	53	67.94871795	+	ENSGALP00000002184
PMZ_0039156	ENSGALG00000032943	ESAM	39	24	61.53846154	+	ENSGALP00000049760
PMZ_0044586	ENSGALG00000001437	NTM	33	23	69.6969697	+	ENSGALP00000002185
PMZ_0013013	ENSGALG00000015346	NFKBIZ	58	41	70.68965517	+	ENSGALP00000024720
PMZ_0020779	ENSGALG00000016196		328	279	85.06097561	+	ENSGALP00000026062
PMZ_0044584	ENSGALG00000007650	SLC9A3R1	81	41	50.61728395	+	ENSGALP00000012367
PMZ_0036818	ENSGALG00000040030	PHLDB1	46	29	63.04347826	+	ENSGALP00000051520
PMZ_0012327	ENSGALG00000022891		69	43	62.31884058	+	ENSGALP00000024270
PMZ_0039055	ENSGALG00000015720	CHODL	52	38	73.07692308	+	ENSGALP00000025303
PMZ_0044587	ENSGALG00000007618	BTG4	32	25	78.125	+	ENSGALP00000012308
PMZ_0044589	ENSGALG00000006818		482	390	80.91286307	+	ENSGALP00000053163
PMZ_0031987	ENSGALG00000006922		316	219	69.30379747	+	ENSGALP00000011203
PMZ_0044594	ENSGALG00000036873	SIK2	330	290	87.87878788	+	ENSGALP00000044104
PMZ_0044595	ENSGALG00000035898		69	61	88.4057971	+	ENSGALP00000055399
PMZ_0044596	ENSGALG00000006567	UBASH3B	488	369	75.6147541	+	ENSGALP00000048454
PMZ_0031407	ENSGALG00000007716	SLC37A4	294	252	85.71428571	+	ENSGALP00000012493
PMZ_0044590	ENSGALG00000007707	TRAPPC4	197	151	76.64974619	+	ENSGALP00000012474
PMZ_0044591	ENSGALG00000044171		29	20	68.96551724	+	ENSGALP00000058792
PMZ_0044597	ENSGALG00000029596	HAS2	170	116	68.23529412	+	ENSGALP00000045123
PMZ_0007086	ENSGALG00000007004	HTR3A	54	47	87.03703704	+	ENSGALP00000049060
PMZ_0044603	ENSGALG00000036760		24	19	79.16666667	+	ENSGALP00000049079
PMZ_0044604	ENSGALG00000034014	C2CD2L	50	39	78	+	ENSGALP00000046816
PMZ_0030864	ENSGALG00000035629	GRAMD1C	63	42	66.66666667	+	ENSGALP00000049610
PMZ_0044607	ENSGALG00000042939	HMBS	181	133	73.48066298	+	ENSGALP00000045666
PMZ_0044605	ENSGALG00000032420	DPAGT1	190	150	78.94736842	+	ENSGALP00000055011
PMZ_0026264	ENSGALG00000033889	NAA50	63	56	88.88888889	+	ENSGALP00000045520
PMZ_0044609	ENSGALG00000037407	FAM118B	288	222	77.08333333	+	ENSGALP00000048419
PMZ_0006839	ENSGALG00000031134		262	209	79.77099237	+	ENSGALP00000048344
PMZ_0035872	ENSGALG00000010675	PSMC1	267	257	96.25468165	+	ENSGALP00000017347
PMZ_0044600	ENSGALG00000016198	U2AF1	45	43	95.55555556	+	ENSGALP00000054236
PMZ_0044601	ENSGALG00000016198	U2AF1	157	142	90.44585987	+	ENSGALP00000026067
PMZ_0003280	ENSGALG00000016164	ABCG1	414	343	82.85024155	+	ENSGALP00000025999
PMZ_0020607	ENSGALG00000007298	BACE1	285	224	78.59649123	+	ENSGALP00000055878
PMZ_0033337	ENSGALG00000041578		285	227	79.64912281	+	ENSGALP00000051177
PMZ_0016211	ENSGALG00000015155	CARNMT1	183	122	66.66666667	+	ENSGALP00000032180
PMZ_0003352	ENSGALG00000040703		150	128	85.33333333	+	ENSGALP00000057268
PMZ_0034082	ENSGALG00000015152	BOC	59	43	72.88135593	+	ENSGALP00000024403
PMZ_0013357	ENSGALG00000038889		100	83	83	+	ENSGALP00000049014
PMZ_0044610	ENSGALG00000001604		114	85	74.56140351	+	ENSGALP00000049562
PMZ_0044611	ENSGALG00000001604		60	44	73.33333333	+	ENSGALP00000002436
PMZ_0044612	ENSGALG00000023542		81	51	62.96296296	+	ENSGALP00000038334
PMZ_0044614	ENSGALG00000001557	ACAD8	94	69	73.40425532	+	ENSGALP00000002364
PMZ_0044615	ENSGALG00000001529		157	116	73.88535032	+	ENSGALP00000002322
PMZ_0044616	ENSGALG00000006512	HSPA8	616	581	94.31818182	+	ENSGALP00000010510
PMZ_0044617	ENSGALG00000007017		55	43	78.18181818	+	ENSGALP00000011338
PMZ_0044618	ENSGALG00000035980	REXO2	105	85	80.95238095	+	ENSGALP00000057865
PMZ_0044619	ENSGALG00000001472	JAM3	49	35	71.42857143	+	ENSGALP00000002228
PMZ_0044620	ENSGALG00000037849		55	34	61.81818182	+	ENSGALP00000052603
PMZ_0010721	ENSGALG00000008381		27	19	70.37037037	+	ENSGALP00000013639
PMZ_0031528	ENSGALG00000015351	CBLB	108	80	74.07407407	+	ENSGALP00000024726
PMZ_0044624	ENSGALG00000029077	CBL	144	137	95.13888889	+	ENSGALP00000010935
